Date : 2022-02-08 18:19:37
Directory : e:\PROGS\Piano-Journey\Piano Journey
Total : 644 files,  48890 codes, 26473 comments, 13149 blanks, all 88512 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Note\NoteParser.cs                                                   | C#         |         41 |          0 |         17 |         58 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Note\NoteUtilities.cs                                                | C#         |         51 |         39 |         17 |        107 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Notes.cs                                                             | C#         |        137 |        387 |        131 |        655 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Octave\Octave.cs                                                     | C#         |        109 |        128 |         52 |        289 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Octave\OctaveParser.cs                                               | C#         |         34 |          0 |         14 |         48 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Scale\Scale.cs                                                       | C#         |         69 |         61 |         24 |        154 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Scale\ScaleDegree.cs                                                 | C#         |         13 |         24 |          7 |         44 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Scale\ScaleIntervals.cs                                              | C#         |        252 |        337 |        120 |        709 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Scale\ScaleParser.cs                                                 | C#         |         70 |          2 |         24 |         96 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Scale\ScaleUtilities.cs                                              | C#         |        105 |        128 |         27 |        260 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Properties\AssemblyInfo.cs                                                       | C#         |          2 |          0 |          2 |          4 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\GeneralMidi2PercussionSet.cs                              | C#         |         15 |         30 |          9 |         54 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\GeneralMidi2Program.cs                                    | C#         |        262 |        787 |        287 |      1,336 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\GeneralMidi2Utilities.cs                                  | C#         |        601 |        290 |        114 |      1,005 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2AnalogPercussion.cs                | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2BrushPercussion.cs                 | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2ElectronicPercussion.cs            | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2JazzPercussion.cs                  | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2OrchestraPercussion.cs             | C#         |         68 |        189 |         62 |        319 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2PowerPercussion.cs                 | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2RoomPercussion.cs                  | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2SfxPercussion.cs                   | C#         |         52 |        141 |         46 |        239 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi2\Percussion\GeneralMidi2StandardPercussion.cs              | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi\GeneralMidi.cs                                             | C#         |         10 |          6 |          4 |         20 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi\GeneralMidiPercussion.cs                                   | C#         |         53 |        144 |         47 |        244 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi\GeneralMidiProgram.cs                                      | C#         |        134 |        387 |        128 |        649 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralMidi\GeneralMidiUtilities.cs                                    | C#         |         36 |         45 |         13 |         94 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\GeneralSoundPercussionSet.cs                              | C#         |         16 |         33 |         10 |         59 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\GeneralSoundUtilities.cs                                  | C#         |        181 |        295 |         68 |        544 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundBrushPercussion.cs                 | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundCm6432LPercussion.cs               | C#         |         73 |        204 |         67 |        344 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundElectronicPercussion.cs            | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundJazzPercussion.cs                  | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundOrchestraPercussion.cs             | C#         |         68 |        189 |         62 |        319 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundPowerPercussion.cs                 | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundRoomPercussion.cs                  | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundSfxPercussion.cs                   | C#         |         52 |        141 |         46 |        239 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundStandardPercussion.cs              | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Standards\GeneralSound\Percussion\GeneralSoundTr808Percussion.cs                 | C#         |         67 |        186 |         61 |        314 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Common\LengthedObjectTarget.cs                                             | C#         |          8 |          9 |          2 |         19 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Common\TimeProcessing\TimeProcessingAction.cs                              | C#         |          8 |         10 |          2 |         20 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Common\TimeProcessing\TimeProcessingInstruction.cs                         | C#         |         29 |         19 |         13 |         61 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Common\CsvError.cs                                            | C#         |         17 |          0 |          5 |         22 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Common\CsvReader.cs                                           | C#         |        154 |          0 |         50 |        204 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Common\CsvRecord.cs                                           | C#         |         19 |          0 |          8 |         27 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Common\CsvSettings.cs                                         | C#         |         23 |         10 |          9 |         42 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Common\CsvWriter.cs                                           | C#         |         42 |          0 |         17 |         59 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\CsvConverter.cs                                               | C#         |         79 |        250 |         22 |        351 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\CsvUtilities.cs                                               | C#         |         23 |          0 |          8 |         31 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\CsvToMidiFileConverter.cs                    | C#         |        238 |          0 |         57 |        295 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\EventParser.cs                               | C#         |          5 |          0 |          2 |          7 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\EventParserProvider.cs                       | C#         |        276 |          0 |         30 |        306 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\EventsNamesProvider.cs                       | C#         |         29 |          0 |          6 |         35 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\ParameterParser.cs                           | C#         |          4 |          0 |          1 |          5 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\Record.cs                                    | C#         |         24 |          0 |         11 |         35 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\RecordType.cs                                | C#         |         12 |          0 |          1 |         13 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\TimedMidiEvent.cs                            | C#         |         19 |          0 |          8 |         27 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\FromCsv\TypeParser.cs                                | C#         |         26 |          0 |          3 |         29 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\MidiFileCsvConversionSettings.cs                     | C#         |         65 |         42 |         17 |        124 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\MidiFileCsvLayout.cs                                 | C#         |          8 |         10 |          2 |         20 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\NoteFormat.cs                                        | C#         |          8 |          9 |          2 |         19 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\RecordTypes\DryWetMidiRecordTypes.cs                 | C#         |         39 |          0 |          3 |         42 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\RecordTypes\MidiCsvRecordTypes.cs                    | C#         |         41 |          0 |          2 |         43 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\ToCsv\EventNameGetter.cs                             | C#         |          5 |          0 |          2 |          7 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\ToCsv\EventNameGetterProvider.cs                     | C#         |         98 |          0 |         11 |        109 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\ToCsv\EventParametersGetter.cs                       | C#         |          5 |          0 |          2 |          7 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\ToCsv\EventParametersGetterProvider.cs               | C#         |         93 |          0 |         11 |        104 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\MidiFile\ToCsv\MidiFileToCsvConverter.cs                      | C#         |        196 |          0 |         32 |        228 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Notes\CsvToNotesConverter.cs                                  | C#         |         69 |          0 |         17 |         86 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Notes\NoteCsvConversionSettings.cs                            | C#         |         44 |         21 |         13 |         78 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Notes\NoteCsvConversionUtilities.cs                           | C#         |         20 |          0 |          5 |         25 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Notes\NoteNumberFormat.cs                                     | C#         |          8 |         10 |          2 |         20 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\CsvConverter\Notes\NotesToCsvConverter.cs                                  | C#         |         30 |          0 |          4 |         34 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\LengthedObjectsSplitter\Base\LengthedObjectsSplitter.cs                    | C#         |        182 |        151 |         48 |        381 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\LengthedObjectsSplitter\ChordsSplitter.cs                                  | C#         |         17 |         17 |          5 |         39 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\LengthedObjectsSplitter\NotesSplitter.cs                                   | C#         |         17 |         17 |          5 |         39 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\LengthedObjectsSplitter\Utilities\ChordsSplitterUtilities.cs               | C#         |        170 |        353 |         37 |        560 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\LengthedObjectsSplitter\Utilities\NotesSplitterUtilities.cs                | C#         |        170 |        353 |         41 |        564 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\MidiFileSplitter\MidiFileSlicer.cs                                         | C#         |        263 |          3 |         84 |        350 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\MidiFileSplitter\MidiFileSplitter.cs                                       | C#         |        322 |        528 |         90 |        940 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\MidiFileSplitter\Settings\SliceMidiFileSettings.cs                         | C#         |         15 |        253 |          8 |        276 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\MidiFileSplitter\Settings\SplitFileByChannelSettings.cs                    | C#         |         12 |         65 |          5 |         82 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\MidiFileSplitter\Settings\SplitFileByChunksSettings.cs                     | C#         |         11 |         10 |          4 |         25 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\MidiFileSplitter\Settings\SplitFileByNotesSettings.cs                      | C#         |         13 |        128 |          6 |        147 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\MidiFileSplitter\SliceMidiFileMarkers.cs                                   | C#         |         13 |         15 |          6 |         34 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\NotesMerger.cs                                                 | C#         |        106 |         14 |         36 |        156 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\NotesMergerUtilities.cs                                        | C#         |         45 |         43 |         13 |        101 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\NotesMergingSettings.cs                                        | C#         |         46 |         27 |         15 |         88 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\VelocityMergers\AverageVelocityMerger.cs                       | C#         |         24 |          0 |          9 |         33 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\VelocityMergers\FirstVelocityMerger.cs                         | C#         |         12 |          0 |          4 |         16 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\VelocityMergers\LastVelocityMerger.cs                          | C#         |         13 |          0 |          4 |         17 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\VelocityMergers\MaxVelocityMerger.cs                           | C#         |         14 |          0 |          4 |         18 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\VelocityMergers\MinVelocityMerger.cs                           | C#         |         14 |          0 |          4 |         18 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\VelocityMergers\VelocityMerger.cs                              | C#         |         20 |          0 |         11 |         31 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\NotesMerger\VelocityMergingPolicy.cs                                       | C#         |         11 |         18 |          5 |         34 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\Base\QuantizedTime.cs                                            | C#         |         28 |         19 |         11 |         58 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\Base\Quantizer.cs                                                | C#         |         92 |         39 |         23 |        154 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\Base\QuantizingSettings.cs                                       | C#         |         42 |         20 |         14 |         76 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\ChordsQuantizer.cs                                               | C#         |         13 |         12 |          5 |         30 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\LengthedObjectsQuantizer\LengthedObjectsQuantizer.cs             | C#         |        159 |         51 |         25 |        235 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\LengthedObjectsQuantizer\LengthedObjectsQuantizingSettings.cs    | C#         |         55 |         42 |         15 |        112 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\LengthedObjectsQuantizer\QuantizingBeyondFixedEndPolicy.cs       | C#         |         11 |         20 |          5 |         36 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\LengthedObjectsQuantizer\QuantizingBeyondZeroPolicy.cs           | C#         |          9 |         13 |          3 |         25 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\NotesQuantizer.cs                                                | C#         |         13 |         12 |          5 |         30 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\TimedEventsQuantizer.cs                                          | C#         |         41 |         55 |         11 |        107 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\Utilities\ChordsQuantizerUtilities.cs                            | C#         |         40 |         95 |         10 |        145 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\Utilities\NotesQuantizerUtilities.cs                             | C#         |         40 |         95 |         10 |        145 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Quantizer\Utilities\TimedEventsQuantizerUtilities.cs                       | C#         |         40 |         62 |         10 |        112 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\Base\Randomizer.cs                                              | C#         |         49 |         36 |         18 |        103 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\Base\RandomizingSettings.cs                                     | C#         |         10 |          7 |          4 |         21 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\Bounds\ConstantBounds.cs                                        | C#         |         53 |         40 |         19 |        112 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\Bounds\IBounds.cs                                               | C#         |          9 |          9 |          2 |         20 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\ChordsRandomizer.cs                                             | C#         |         13 |          9 |          5 |         27 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\LengthedObjectsRandomizer\LengthedObjectsRandomizer.cs          | C#         |         67 |         50 |         14 |        131 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\LengthedObjectsRandomizer\LengthedObjectsRandomizingSettings.cs | C#         |         25 |         15 |          9 |         49 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\NotesRandomizer.cs                                              | C#         |         13 |          9 |          5 |         27 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\TimedEventsRandomizer.cs                                        | C#         |         36 |         51 |         11 |         98 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\Utilities\ChordsRandomizerUtilities.cs                          | C#         |         40 |         62 |         10 |        112 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\Utilities\NotesRandomizerUtilities.cs                           | C#         |         40 |         62 |         10 |        112 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Tools\Randomizer\Utilities\TimedEventsRandomizerUtilities.cs                     | C#         |         40 |         62 |         10 |        112 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\Debug\net45\.NETFramework,Version=v4.5.AssemblyAttributes.cs                 | C#         |          3 |          1 |          1 |          5 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\Debug\net45\Melanchall.DryWetMidi.AssemblyInfo.cs                            | C#         |         21 |         10 |          6 |         37 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\Debug\net45\Melanchall.DryWetMidi.GeneratedMSBuildEditorConfig.editorconfig  | Properties |          3 |          0 |          1 |          4 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\Debug\net45\Melanchall.DryWetMidi.sourcelink.json                            | JSON       |          1 |          0 |          0 |          1 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\Melanchall.DryWetMidi.csproj.nuget.dgspec.json                               | JSON       |         89 |          0 |          0 |         89 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\Melanchall.DryWetMidi.csproj.nuget.g.props                                   | XML        |         43 |          0 |          0 |         43 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\Melanchall.DryWetMidi.csproj.nuget.g.targets                                 | XML        |         22 |          0 |          0 |         22 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\obj\project.assets.json                                                          | JSON       |        483 |          0 |          0 |        483 |
| e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\README.md                                                                                   | Markdown   |        220 |          0 |         68 |        288 |
